time,t_data,ERK_data,NN_approx,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
2.25,22.5,0.6234417164560903,-1.2598745708302883,0.447117041411055,0.8894678398998745,0.5951298808996587,0.8111784886020711,0.6780368332550926,0.0035329542715426374,0.024932737555570038,0.44711704141166875,0.8894678145551681,0.7736729235466877,0.6803557129548607,0.40562832019429995,0.0014965617866331028,0.010292432240902377
2.375,23.75,0.7139032567275829,-1.2909406720903542,0.453330952845744,0.8911734511690727,0.5840014025304229,0.8068485571600256,0.6987690917869918,0.004061746142126753,0.028316472499961946,0.4533309528462882,0.8911734253065038,0.7741544762163399,0.7005310508592316,0.4433902618843133,0.0018236105954417845,0.012399505991871725
2.5,25.0,0.7309282880720325,-1.3130118083598548,0.458814710439792,0.8926319812539254,0.5764164277832519,0.802665651846767,0.7168519488943271,0.00461593643003952,0.03183168378548343,0.45881471044027494,0.8926319616367903,0.7745200441113574,0.7181606025356427,0.47976720347588286,0.002186197341502882,0.014715358789757965
2.625,26.25,0.7237703726057496,-1.329612787302009,0.4636541095310631,0.8938845161229687,0.5709756073581289,0.7987066558350323,0.7325748679487276,0.00519275704409375,0.03546230090510889,0.46365410953149294,0.8938845022550174,0.7747812909126444,0.7335189072350222,0.5144622709875845,0.002583288182304034,0.01723229067874108
2.75,27.5,0.7004652030394248,-1.3427188852734366,0.46792486423947866,0.8949640373076827,0.5667993023305109,0.7950020923651742,0.7462085375112477,0.005789630257834678,0.039193657257964726,0.4679248642398635,0.8949640165219658,0.7749449843870551,0.7468610242062712,0.5472461537226085,0.0030134878371791073,0.01994072187943725
2.875,28.75,0.6791300811678379,-1.353473458639753,0.47169379204135514,0.8958973065601298,0.5633445652069792,0.7915551783166492,0.7580016763222063,0.006404184090387384,0.04301249261179816,0.4716937920416992,0.8958972714927652,0.7750146759203598,0.7584214943707942,0.5779548331319945,0.0034751151514869766,0.022829630435812334
3.0,30.0,0.6473122222907856,-1.3625598981633815,0.47501985915257755,0.8967062465132725,0.5602791812732187,0.7883538668022606,0.7681798944708392,0.0070342565755832495,0.04690690949966993,0.47501985915288414,0.8967062165576856,0.7749917707752287,0.7684139893990641,0.6064854112461328,0.003966276828164883,0.025886972009321427
3.125,31.25,0.6179634131622045,-1.3703999942504463,0.4779551030760177,0.8974090225220859,0.5574002685958147,0.785378225584239,0.776945840441814,0.007677892315017367,0.050866300342223454,0.47795510307629324,0.8974090077847682,0.7748762576905394,0.7770315350836348,0.6327904226235656,0.0044849366837423875,0.02910006870214396
3.25,32.5,0.5749799462362356,-1.3772625737613624,0.4805454467467808,0.8980208082101475,0.5545835675884573,0.782604835006152,0.7844801308657084,0.0083333338813882,0.05488125738074943,0.48054544674703215,0.8980207783064525,0.7746672300273827,0.7844471909625286,0.6568710418879958,0.0050289784540252895,0.03245595726708153
3.375,33.75,0.5163994416238143,-1.383324513187385,0.4828314170128631,0.8985542657561815,0.5517525420171724,0.7800093351233943,0.7909427342835429,0.008999009984900243,0.058943474015227974,0.48283141701308874,0.898554226283767,0.7743632669400279,0.7908150700685841,0.6787696117987054,0.0055962608137201655,0.03594169039163495
3.5,35.0,0.4414978517527792,-1.388705838721758,0.48484877869207943,0.8990200848007658,0.5488597146635356,0.777567850010194,0.7964745930321313,0.009673521807460084,0.06304564356084826,0.48484877869228427,0.8990200696142278,0.7739627128932857,0.796271591691957,0.6985619071661732,0.00618466386812984,0.03954458785162932
3.625,36.25,0.3357231499645236,-1.3934904406561535,0.4866290941253756,0.8994274364227565,0.5458754617336207,0.7752577409083985,0.8011993410004242,0.010355628517751589,0.06718135952976133,0.4866290941255671,0.8994274018206985,0.773463879346634,0.8009368739955763,0.716349514758055,0.006792126904801492,0.043252437115090504
3.75,37.5,0.24170576806183577,-1.3977386767796254,0.48820021698089044,0.8997840092659611,0.5427813696831562,0.7730579626733645,0.8052250238885823,0.011044232680871196,0.07134502014022573,0.4882002169810628,0.8997839736511799,0.7728651852518243,0.8049161896862368,0.7322526507930287,0.007416677640324833,0.047053645335547026
